name,reads,cpm_evseq,gene_id,count,cpm_srr
YBR126C,6,3.5084600667075208,YBR126C,639,159.91451205427583
YBR126W-A,1,0.5847433444512535,YBR126W-A,116,29.029864473076678
YBR126W-B,0,0.0,YBR126W-B,12,3.0030894282493112
YBR127C,11,6.432176788963788,YBR127C,3458,865.39027024051
YBR128C,60,35.08460066707521,YBR128C,7,1.7518021664787649
YBR129C,132,77.18612146756546,YBR129C,65,16.266734403017104
YBR130C,368,215.18555075806125,YBR130C,93,23.273943068932162
YBR131W,576,336.812166403922,YBR131W,12,3.0030894282493112
YBR132C,244,142.67737604610585,YBR132C,68,17.01750676007943
YBR133C,183,107.00803203457937,YBR133C,200,50.05149047082186
YBR134W,28,16.372813644635098,YBR134W,2,0.5005149047082186
YBR135W,39,22.804990433598885,YBR135W,114,28.529349568368456
YBR136W,838,490.01492265015037,YBR136W,40,10.010298094164373
YBR137W,23,13.449096922378828,YBR137W,149,37.288360400762286
YBR138C,40,23.38973377805014,YBR138C,10,2.502574523541093
YBR139W,79,46.194724211649024,YBR139W,258,64.56642270736019
YBR140C,775,453.17609194972147,YBR140C,170,42.543766900198584
YBR141C,260,152.03326955732592,YBR141C,58,14.514932236538339
YBR141W-A,81,47.36421090055153,YBR141W-A,3,0.7507723570623278
YBR142W,133,77.77086481201671,YBR142W,84,21.021625997745183
YBR143C,22,12.864353577927576,YBR143C,712,178.1833060761258
YBR144C,1,0.5847433444512535,YBR144C,1,0.2502574523541093
YBR145W,6,3.5084600667075208,YBR145W,143,35.78681568663763
YBR146W,4,2.338973377805014,YBR146W,120,30.030894282493115
YBR147W,0,0.0,YBR147W,5,1.2512872617705466
YBR148W,202,118.1181555791532,YBR148W,6,1.5015447141246556
YBR149W,158,92.38944842329805,YBR149W,452,113.11636846405739
YBR150C,195,114.02495216799443,YBR150C,35,8.759010832393825
YBR151W,20,11.69486688902507,YBR151W,365,91.34397010924988
YBR152W,25,14.618583611281336,YBR152W,6,1.5015447141246556
YBR153W,21,12.279610233476323,YBR153W,81,20.270853640682855
YBR154C,12,7.0169201334150415,YBR154C,161,40.2914498290116
YBR155W,33,19.296530366891364,YBR155W,77,19.269823831266415
YBR156C,278,162.55864975744845,YBR156C,16,4.004119237665749
YBR157C,53,30.991397255916432,YBR157C,34,8.508753380039716
YBR158W,21,12.279610233476323,YBR158W,399,99.8527234892896
YBR159W,20,11.69486688902507,YBR159W,608,152.15653103129844
YBR160W,52,30.40665391146518,YBR160W,244,61.06281837440266
YBR161W,56,32.745627289270196,YBR161W,37,9.259525737102043
YBR162C,21,12.279610233476323,YBR162C,5200,1301.3387522413684
YBR162W-A,1,0.5847433444512535,YBR162W-A,356,89.0916530380629
YBR163W,40,23.38973377805014,YBR163W,32,8.008238475331497
YBR164C,45,26.313450500306406,YBR164C,139,34.78578587722119
YBR165W,61,35.66934401152646,YBR165W,49,12.262615165351356
YBR166C,154,90.05047504549303,YBR166C,123,30.781666639555443
YBR167C,61,35.66934401152646,YBR167C,24,6.0061788564986225
YBR168W,148,86.54201497878552,YBR168W,10,2.502574523541093
YBR169C,126,73.67766140085793,YBR169C,32,8.008238475331497
YBR170C,160,93.55893511220056,YBR170C,46,11.511842808289027
YBR171W,61,35.66934401152646,YBR171W,212,53.05457989907117
YBR172C,290,169.5755698908635,YBR172C,109,27.278062306597914
YBR173C,154,90.05047504549303,YBR173C,262,65.56745251677663
YBR174C,40,23.38973377805014,YBR174C,34,8.508753380039716
YBR175W,112,65.49125457854039,YBR175W,223,55.80741187496637
YBR176W,67,39.17780407823398,YBR176W,40,10.010298094164373
YBR177C,62,36.25408735597771,YBR177C,697,174.4294442908142
YBR178W,19,11.110123544573817,YBR178W,3,0.7507723570623278
YBR179C,770,450.25237522746517,YBR179C,32,8.008238475331497
YBR180W,107,62.56753785628411,YBR180W,12,3.0030894282493112
YBR181C,61,35.66934401152646,YBR181C,7813,1955.2614752426557
YBR182C,46,26.898193844757657,YBR182C,100,25.02574523541093
YBR182C-A,30,17.542300333537604,YBR182C-A,2,0.5005149047082186
YBR183W,143,83.61829825652924,YBR183W,197,49.30071811375953
YBR184W,675,394.70175750459606,YBR184W,8,2.0020596188328743
YBR185C,444,259.62604493635655,YBR185C,49,12.262615165351356
YBR186W,611,357.2781834597159,YBR186W,14,3.5036043329575297
YBR187W,210,122.79610233476322,YBR187W,1004,251.2584821635257
YBR188C,97,56.72010441177159,YBR188C,28,7.007208665915059
YBR189W,199,116.36392554579943,YBR189W,7539,1886.6909332976297
YBR190W,62,36.25408735597771,YBR190W,51,12.763130070059574
YBR191W,129,75.4318914342117,YBR191W,7427,1858.6620986339697
YBR191W-A,15,8.771150166768802,YBR191W-A,6,1.5015447141246556
YBR192W,99,57.88959110067409,YBR192W,63,15.766219498308887
YBR193C,41,23.97447712250139,YBR193C,51,12.763130070059574
YBR194W,22,12.864353577927576,YBR194W,30,7.507723570623279
